159,2023-07-02,41,26,4
160,2023-03-20,41,23,1
161,2024-12-17,50,31,3
162,2022-04-24,50,43,2
163,2021-03-20,20,37,3
164,2022-04-18,26,18,4
165,2022-01-06,40,32,4
166,2022-07-26,34,46,3
167,2024-10-20,1,20,5
168,2024-08-09,15,11,2
169,2020-08-28,15,42,5
170,2022-09-11,28,30,4
171,2023-02-28,15,31,3
172,2020-06-03,1,32,5
173,2020-09-04,27,9,2
174,2020-10-31,16,32,1
175,2023-07-06,39,24,1
176,2021-12-05,1,37,1
177,2023-03-06,27,15,4
178,2024-02-19,24,25,3
179,2022-07-11,6,44,1
180,2021-02-22,12,40,5
181,2023-03-05,4,6,3
182,2021-01-11,46,26,5
183,2022-05-23,16,4,3
184,2023-01-08,47,26,1
185,2020-01-05,48,7,3
186,2024-12-04,4,6,5
187,2020-04-11,16,9,4
188,2022-11-13,23,29,2
189,2023-11-28,44,19,3
190,2023-03-11,10,16,5
191,2024-06-19,30,31,3
192,2022-08-04,13,40,4
193,2024-02-08,4,18,1
194,2024-05-10,38,8,2
195,2023-04-10,29,23,2
196,2021-12-05,25,48,1
197,2020-11-11,41,9,2
198,2021-07-19,41,2,1
199,2023-08-31,32,49,3
200,2022-08-27,17,24,2
201,2020-03-22,41,36,5
202,2023-01-15,44,38,3
203,2020-01-25,50,7,1
204,2020-09-17,46,8,4
205,2023-12-15,35,33,5
206,2021-09-21,31,15,3
207,2023-05-31,49,2,2
208,2020-12-11,49,13,3
209,2021-09-16,42,38,4
210,2020-09-01,8,23,3
211,2022-05-04,25,2,1
212,2020-10-21,38,48,5
213,2022-07-03,1,26,1
214,2023-03-21,34,46,2
215,2023-10-26,11,34,5
216,2024-11-22,38,20,1
217,2021-06-08,29,27,3
218,2023-07-23,18,17,3
219,2023-04-14,13,50,4
220,2024-08-01,23,25,3
221,2021-10-24,2,8,5
222,2022-10-27,17,50,1
223,2020-11-28,13,14,4
224,2021-10-01,5,27,3
225,2020-09-27,43,21,5
226,2023-01-11,6,9,4
227,2023-01-06,28,21,2
228,2024-04-20,6,36,2
229,2020-06-12,49,12,4
230,2020-11-29,19,5,2
231,2024-08-12,49,31,2
232,2021-10-17,41,16,2
233,2023-12-11,43,25,2
234,2021-10-14,36,35,5
235,2024-09-24,6,13,4
236,2020-01-31,1,26,2
237,2022-02-27,48,46,3
238,2020-10-06,3,38,3
239,2023-08-22,50,21,3
240,2021-05-29,46,28,5
241,2024-08-11,5,34,2
242,2020-07-21,35,2,3
243,2020-01-04,48,16,5
244,2024-07-16,33,48,2
245,2024-02-10,25,40,4
246,2024-11-04,10,39,1
247,2022-07-27,34,25,4
248,2021-07-19,24,34,3
249,2021-01-13,35,22,4
250,2024-03-25,14,49,1
251,2022-09-27,14,12,2
252,2020-12-10,13,37,3
253,2024-09-09,10,21,1
254,2024-02-23,20,46,5
255,2021-06-19,11,28,5
256,2021-08-17,45,10,1
257,2023-12-13,20,10,5
258,2024-01-06,33,30,5
259,2023-08-30,32,4,5
260,2022-11-26,49,2,3
261,2021-04-21,15,28,2
262,2023-10-18,3,28,1
263,2021-05-13,30,22,1
264,2021-11-03,22,18,4
265,2023-10-18,12,38,2
266,2020-09-30,1,7,2
267,2024-09-12,31,6,2
268,2024-11-09,9,25,1
269,2021-12-19,20,9,2
270,2021-07-30,33,1,4
271,2020-07-20,9,38,2
272,2021-08-27,10,26,4
273,2021-04-15,9,10,5
274,2023-11-02,20,4,2
275,2022-09-23,29,41,3
276,2024-08-21,35,36,2
277,2023-11-23,45,7,3
278,2023-06-03,40,25,5
279,2022-05-29,11,23,4
280,2024-12-31,10,35,5
281,2024-05-30,47,3,5
282,2023-04-19,32,26,1
283,2020-04-28,15,23,3
284,2024-08-19,21,37,2
285,2024-03-25,19,49,3
286,2021-12-05,19,9,2
287,2020-01-21,6,38,1
288,2022-10-17,12,33,1
289,2022-07-11,12,14,3
290,2021-01-05,48,13,1
291,2020-10-01,30,7,1
292,2020-06-28,39,26,5
293,2023-07-09,4,47,3
294,2024-04-19,27,34,2
295,2020-10-26,24,18,4
296,2022-01-02,7,36,2
297,2024-06-02,10,48,4
298,2023-04-03,44,9,3
299,2020-01-04,45,37,4
300,2023-05-16,1,39,1
301,2021-03-24,3,19,3
302,2022-05-15,18,22,3
303,2021-07-28,35,17,2
304,2024-08-12,22,39,2
305,2022-08-18,4,40,3
306,2022-09-19,36,38,1
307,2021-01-02,30,43,4
308,2020-12-06,9,31,2
309,2021-05-02,34,44,2
310,2020-05-23,9,21,3
311,2020-08-07,45,5,3
312,2022-09-09,23,4,3
313,2021-09-20,39,45,1
314,2024-10-24,44,13,2
315,2024-03-25,46,37,3
316,2023-03-17,10,28,2
317,2023-01-08,37,28,2
318,2024-07-30,7,21,3
319,2023-12-14,47,11,5
320,2021-10-29,3,36,5
321,2020-07-30,8,13,4
322,2022-07-16,50,31,4
323,2024-06-16,32,26,2
324,2022-09-17,18,37,1
325,2023-02-07,12,19,1
326,2020-10-13,41,48,1
327,2023-11-16,33,37,4
328,2023-08-09,35,34,2
329,2020-12-20,42,24,5
330,2021-11-14,29,48,2
331,2022-05-10,41,20,2
332,2023-04-08,14,27,5
333,2021-03-19,30,10,2
334,2020-10-14,18,3,2
335,2020-10-12,4,40,1
336,2021-02-25,24,35,3
337,2023-11-19,43,50,1
338,2022-09-07,35,25,4
339,2022-02-11,22,27,4
340,2024-03-14,1,2,4
341,2021-08-19,37,48,5
342,2020-09-05,41,42,4
343,2020-08-25,27,19,2
344,2020-08-31,18,14,5
345,2024-08-22,26,31,2
346,2024-08-18,28,48,1
347,2021-07-13,6,33,1
348,2021-04-30,46,17,3
349,2022-03-20,45,38,1
350,2020-05-12,23,35,3
351,2022-04-25,33,17,4
352,2024-01-06,23,36,3
353,2024-09-21,13,45,4
354,2022-07-25,4,3,4
355,2021-12-06,19,44,1
356,2021-10-06,38,1,5
357,2023-03-30,25,21,3
358,2022-06-28,12,44,4
359,2020-08-27,43,21,5
360,2021-03-09,14,28,4
361,2022-11-17,34,4,5
362,2024-06-07,6,4,4
363,2022-12-12,31,19,3
364,2021-02-03,23,29,1
365,2022-12-08,22,1,4
366,2024-01-31,3,41,3
367,2021-10-24,29,34,1
368,2024-04-01,8,1,4
369,2021-03-02,15,25,1
370,2021-05-03,16,30,1
371,2024-05-11,50,6,5
372,2020-01-11,36,25,4
373,2022-01-31,49,7,5
374,2023-08-25,18,12,3
375,2022-12-20,13,38,5
376,2021-05-09,22,36,2
377,2021-03-21,41,20,5
378,2023-05-07,40,13,3
379,2024-12-03,26,18,1
380,2024-01-19,12,38,5
381,2021-09-20,2,23,3
382,2023-09-11,12,34,5
383,2024-07-03,23,13,2
384,2020-06-12,47,23,3
385,2022-12-14,14,48,2
386,2020-09-29,45,39,4
387,2024-04-20,44,4,2
388,2021-07-25,34,39,5
389,2020-05-13,25,9,1
390,2020-01-29,43,47,4
391,2021-12-06,12,4,4
392,2020-05-26,5,25,1
393,2024-06-30,18,22,3
394,2020-10-30,39,11,2
395,2023-01-22,28,49,4
396,2024-11-15,17,48,4
397,2023-11-02,13,10,3
398,2023-12-28,41,22,1
399,2021-12-09,49,30,3
400,2021-08-30,31,27,2
401,2024-03-19,36,38,3
402,2022-07-30,4,16,4
403,2024-01-05,11,9,4
404,2021-05-31,28,7,2
405,2024-06-01,36,2,5
406,2020-08-07,13,28,2
407,2023-06-28,20,49,3
408,2021-05-06,41,48,4
409,2021-04-26,4,26,3
410,2020-12-29,29,6,3
411,2022-10-16,39,32,5
412,2021-12-29,3,13,5
413,2024-06-08,17,45,4
414,2021-09-20,26,44,5
415,2021-12-06,38,22,1
416,2024-11-01,3,44,3
417,2020-03-29,5,13,5
418,2020-09-25,24,6,4
419,2020-05-06,6,46,1
420,2020-07-05,15,22,1
421,2024-03-24,38,11,1
422,2021-12-24,18,5,4
423,2024-11-02,29,23,2
424,2024-12-08,46,11,3
425,2021-06-24,15,30,4
426,2024-03-01,50,43,3
427,2020-01-21,11,21,3
428,2024-05-25,26,31,4
429,2020-08-26,39,2,1
430,2023-05-08,36,1,2
431,2024-09-27,19,26,1
432,2022-02-17,8,35,3
433,2022-09-10,34,37,2
434,2021-02-03,44,19,3
435,2024-07-17,2,34,1
436,2020-06-20,48,37,5
437,2021-07-07,48,24,2
438,2022-12-15,41,46,1
439,2020-12-23,4,35,4
440,2024-03-02,18,10,5
441,2023-10-04,22,21,3
442,2022-07-09,24,27,4
443,2021-03-25,1,34,5
444,2022-02-22,14,37,1
445,2020-07-05,29,38,1
446,2022-01-02,18,28,4
447,2021-02-03,13,19,5
448,2022-01-04,29,32,2
449,2023-07-06,16,36,1
450,2021-03-08,5,40,3
451,2024-10-18,10,8,1
452,2021-05-18,3,23,2
453,2023-04-08,5,4,4
454,2021-06-23,48,47,4
455,2022-01-30,34,15,1
456,2021-01-10,4,36,2
457,2020-01-24,15,7,5
458,2024-08-23,37,50,1
459,2023-03-17,46,36,2
460,2020-01-06,4,1,5
461,2022-09-01,1,17,5
462,2023-03-28,46,1,1
463,2020-01-05,41,48,5
464,2024-05-25,47,36,2
465,2020-12-31,19,21,4
466,2024-01-13,49,8,1
467,2023-02-16,18,19,1
468,2022-08-30,15,45,4
469,2023-03-28,45,23,2
470,2023-09-17,50,29,2
471,2024-01-08,39,9,4
472,2020-01-21,12,38,5
473,2020-12-09,19,24,1
474,2020-05-19,38,40,2
475,2021-03-31,2,16,3
476,2020-07-28,22,16,2
477,2024-06-30,41,7,1
478,2022-11-29,49,5,1
479,2020-12-03,2,33,1
480,2023-09-04,34,40,1
481,2023-08-22,47,46,1
482,2023-12-09,19,28,1
483,2024-05-19,31,6,5
484,2022-07-14,47,35,5
485,2023-04-04,8,50,1
486,2023-07-10,29,42,4
487,2021-01-09,23,44,3
488,2020-05-18,26,43,5
489,2022-04-24,39,13,1
490,2020-04-24,41,4,1
491,2020-02-01,11,5,3
492,2021-12-02,35,13,1
493,2021-03-05,46,19,1
494,2020-03-24,25,17,3
495,2020-08-27,22,38,5
496,2024-01-08,12,25,1
497,2024-12-20,13,5,3
498,2024-10-27,28,4,4
499,2022-06-13,34,26,1
500,2024-06-11,43,21,1
501,2021-07-03,36,9,2
502,2022-06-26,12,40,1
503,2023-03-27,39,18,2
504,2024-06-24,20,44,1
505,2023-03-01,50,26,3
506,2024-09-16,4,35,1
507,2023-04-17,3,4,1
508,2020-01-12,1,30,5
509,2021-09-10,48,26,4
510,2022-02-28,19,36,5
511,2022-05-30,35,12,3
512,2022-09-10,2,18,4
513,2023-09-09,27,32,1
514,2020-06-06,30,28,4
515,2021-01-19,38,36,1
516,2024-01-06,42,38,3
517,2023-11-13,31,46,3
518,2023-08-02,8,47,3
519,2021-04-03,41,32,1
520,2022-07-01,39,5,2
521,2022-08-10,31,46,4
522,2024-04-15,23,37,3
523,2024-01-16,30,22,2
524,2024-08-12,2,10,4
525,2020-04-06,15,20,5
526,2023-01-20,41,18,4
527,2023-07-01,8,5,2
528,2022-04-27,23,13,1
529,2024-10-31,35,26,2
530,2021-04-05,47,7,4
531,2021-11-27,43,6,5
532,2023-05-07,2,43,4
533,2020-09-24,24,38,4
534,2023-12-02,37,29,4
535,2024-10-12,17,13,2
536,2024-08-27,22,11,2
537,2021-08-27,28,35,5
538,2022-10-10,21,22,1
539,2024-06-19,44,10,5
540,2024-06-17,5,2,3
541,2024-09-09,1,46,4
542,2023-04-17,23,21,4
543,2024-08-14,1,38,3
544,2023-05-01,10,48,1
545,2020-04-28,44,42,1
546,2024-07-08,43,48,1
547,2022-05-17,38,34,3
548,2020-01-04,12,3,4
549,2022-06-16,43,48,5
550,2022-06-29,49,16,5
551,2024-09-06,21,9,5
552,2021-07-16,15,32,5
553,2020-02-15,20,9,2
554,2022-01-21,1,13,3
555,2020-08-15,12,22,1
556,2023-05-18,31,30,4
557,2023-01-17,12,24,5
558,2024-05-23,40,12,3
559,2024-09-13,19,49,2
560,2020-10-10,36,30,2
561,2023-08-22,38,40,4
562,2022-01-10,3,42,4
563,2023-09-16,27,42,1
564,2023-10-27,38,44,2
565,2021-06-30,8,38,4
566,2021-07-16,36,44,2
567,2022-01-05,14,47,1
568,2024-03-17,31,6,5
569,2022-12-07,13,46,2
570,2022-04-19,17,50,4
571,2021-10-02,14,33,1
572,2021-03-24,20,42,2
573,2023-11-20,16,50,4
574,2024-10-15,36,1,1
575,2022-08-08,22,24,2
576,2020-07-26,21,10,4
577,2022-04-02,32,1,2
578,2023-05-13,9,10,3
579,2022-07-10,22,33,3
580,2020-08-29,6,33,4
581,2023-11-13,5,3,5
582,2022-07-06,39,30,1
583,2021-01-20,34,9,5
584,2021-06-28,12,15,3
585,2023-07-21,28,15,1
586,2024-09-30,25,16,2
587,2020-08-28,42,11,1
588,2021-09-20,45,47,3
589,2024-10-12,50,46,4
590,2023-12-26,33,7,3
591,2022-06-29,38,13,3
592,2022-02-05,26,2,2
593,2020-05-03,31,49,1
594,2023-05-18,35,39,4
595,2023-04-27,2,37,1
596,2021-02-26,16,47,3
597,2023-02-25,7,47,5
598,2023-05-19,25,8,5
599,2024-08-17,19,40,3
600,2023-06-17,32,45,2
601,2020-04-30,21,49,2
602,2024-12-30,16,36,1
603,2024-11-11,9,10,5
604,2020-07-29,4,33,3
605,2021-08-15,48,7,3
606,2020-10-10,14,20,5
607,2022-05-11,31,17,2
608,2020-08-11,30,34,2
609,2020-08-07,49,43,5
610,2021-10-12,34,37,2
611,2023-08-04,23,12,4
612,2024-08-28,15,41,2
613,2021-11-26,31,24,3
614,2021-01-30,6,21,3
615,2024-12-08,24,27,3
616,2020-02-10,11,36,3
617,2024-10-30,27,13,2
618,2020-02-14,38,7,3
619,2022-06-16,13,5,4
620,2021-03-12,19,49,1
621,2020-09-30,49,9,5
622,2021-10-30,28,12,5
623,2024-07-25,22,8,2
624,2020-06-13,2,20,2
625,2021-05-20,37,34,1
626,2024-02-03,43,48,2
627,2022-12-24,45,12,3
628,2020-09-27,2,31,1
629,2021-10-09,35,41,1
630,2022-09-29,41,45,4
631,2021-10-25,42,44,2
632,2024-08-22,2,4,5
633,2023-07-28,32,1,4
634,2024-09-02,14,12,3
635,2022-10-15,6,9,2
636,2024-10-25,39,42,3
637,2022-08-14,19,16,2
638,2020-05-21,7,20,2
639,2022-03-10,19,28,1
640,2021-04-05,39,5,1
641,2024-08-14,15,30,4
642,2022-08-23,38,30,3
643,2024-09-14,11,31,2
644,2024-11-10,26,33,1
645,2024-12-12,16,33,3
646,2020-08-12,29,23,5
647,2024-10-29,12,43,3
648,2021-01-20,27,14,1
649,2022-01-20,44,37,2
650,2020-07-01,32,13,2
651,2022-12-11,45,31,1
652,2024-06-04,27,7,3
653,2020-03-13,2,46,4
654,2020-11-09,50,26,5
655,2020-11-09,41,26,2
656,2022-09-09,34,33,1
657,2022-11-26,3,39,1
658,2021-12-30,32,18,4
659,2020-11-25,17,20,1
660,2023-06-08,12,13,1
661,2021-03-19,34,33,2
662,2022-05-25,14,38,4
663,2020-09-19,1,40,1
664,2020-11-23,3,34,2
665,2021-07-09,33,45,2
666,2023-06-13,38,14,3
667,2022-08-30,28,6,4
668,2022-05-22,48,5,3
669,2022-03-31,50,38,5
670,2020-11-09,21,25,4
671,2022-04-06,41,18,5
672,2022-03-09,13,23,2
673,2021-03-11,23,43,2
674,2022-07-31,47,43,5
675,2022-10-18,39,2,5
676,2020-03-26,26,22,2
677,2021-09-03,48,30,3
678,2021-08-18,33,35,1
679,2021-12-25,41,2,4
680,2022-03-09,49,20,5
681,2024-05-09,14,22,2
682,2021-11-28,3,1,4
683,2020-09-28,30,1,2
684,2022-04-07,43,46,3
685,2024-03-29,38,12,3
686,2020-09-20,19,45,1
687,2021-06-08,9,27,1
688,2024-09-02,9,23,4
689,2024-01-31,41,1,1
690,2024-08-12,22,27,3
691,2024-12-17,43,20,4
692,2021-04-12,15,48,3
693,2023-04-12,26,49,1
694,2020-03-09,32,28,2
695,2023-08-23,23,14,1
696,2020-03-30,46,7,2
697,2022-10-11,4,36,1
698,2021-10-21,31,39,3
699,2021-11-29,17,30,2
700,2023-08-13,13,19,5
701,2023-12-13,41,5,5
702,2022-01-27,11,32,3
703,2023-07-09,19,8,3
704,2023-02-22,9,40,1
705,2022-04-21,45,8,1
706,2021-06-11,32,6,1
707,2020-09-22,3,21,4
708,2020-05-29,40,34,1
709,2022-01-03,12,18,2
710,2020-07-24,45,27,1
711,2021-01-05,24,5,3
712,2024-10-27,15,48,1
713,2023-09-24,43,2,5
714,2020-04-06,24,44,1
715,2024-12-11,50,6,5
716,2024-01-11,6,19,3
717,2020-09-15,35,13,5
718,2020-01-09,22,48,1
719,2024-06-19,23,29,2
720,2021-09-12,9,14,1
721,2024-03-02,36,41,5
722,2020-08-09,31,32,1
723,2020-01-25,30,28,1
724,2024-12-24,34,33,3
725,2022-08-24,49,47,1
726,2024-11-04,6,43,2
727,2022-04-24,25,24,5
728,2022-08-28,41,6,2
729,2021-08-02,19,38,5
730,2021-11-24,20,11,4
731,2021-09-03,49,34,2
732,2022-02-14,46,34,4
733,2022-03-17,26,23,1
734,2023-02-01,45,36,4
735,2020-10-06,39,4,5
736,2020-07-21,48,1,3
737,2021-11-09,46,48,3
738,2021-10-11,13,40,4
739,2021-10-29,42,46,3
740,2022-10-28,15,2,3
741,2020-06-08,7,47,4
742,2020-06-27,41,32,4
743,2020-03-31,31,13,2
744,2022-05-12,21,31,3
745,2024-05-08,50,8,1
746,2024-04-26,4,9,2
747,2020-04-06,16,39,5
748,2023-11-22,23,14,4
749,2020-11-14,27,32,5
750,2023-01-13,2,33,1
751,2022-12-29,11,39,2
752,2022-03-06,39,7,2
753,2020-12-19,13,27,5
754,2022-04-09,6,23,3
755,2022-11-07,24,3,4
756,2024-04-10,42,2,3
757,2021-06-25,29,1,1
758,2023-03-18,42,7,4
759,2023-02-24,22,50,3
760,2021-05-11,46,18,1
761,2024-04-08,43,16,2
762,2021-10-22,2,18,2
763,2020-07-22,7,40,5
764,2023-04-21,31,9,1
765,2022-12-20,11,9,5
766,2023-12-24,26,39,2
767,2023-06-25,15,38,1
768,2021-08-24,34,4,2
769,2022-02-21,11,16,3
770,2020-04-01,9,33,5
771,2023-04-16,4,19,2
772,2022-01-26,28,49,2
773,2023-10-13,14,36,3
774,2024-07-24,45,11,3
775,2021-12-05,33,37,5
776,2024-05-02,41,1,3
777,2021-10-02,43,34,3
778,2023-05-19,24,36,2
779,2020-10-20,49,36,4
780,2024-05-30,16,38,5
781,2021-11-30,12,43,4
782,2020-04-13,6,39,3
783,2021-12-25,5,31,5
784,2021-09-09,46,17,2
785,2023-05-27,7,27,3
786,2021-04-04,30,20,5
787,2024-12-27,13,45,3
788,2024-07-23,42,40,3
789,2024-02-21,23,11,3
790,2024-11-21,36,17,1
791,2020-03-07,47,23,1
792,2022-12-12,12,44,2
793,2023-04-24,28,48,5
794,2021-01-12,10,30,3
795,2022-10-02,42,3,5
796,2021-10-31,5,33,4
797,2023-05-19,48,9,5
798,2020-10-24,6,42,4
799,2021-07-04,31,17,4
800,2023-06-18,46,12,1
801,2022-08-06,17,38,4
802,2024-07-26,39,27,1
803,2020-08-14,32,37,5
804,2022-01-15,47,17,5
805,2022-10-16,35,9,5
806,2024-11-19,10,49,3
807,2022-07-20,43,29,5
808,2024-04-14,42,13,4
809,2024-06-13,39,35,4
810,2021-11-01,4,23,3
811,2020-04-27,27,30,4
812,2021-03-21,29,7,2
813,2020-01-29,31,44,2
814,2024-08-02,11,42,4
815,2024-10-24,3,5,5
816,2021-03-03,44,4,1
817,2021-08-01,47,31,5
818,2020-10-20,19,43,4
819,2021-07-03,25,48,1
820,2024-04-11,33,37,3
821,2023-11-30,32,13,5
822,2024-10-08,25,9,2
823,2023-06-26,20,49,2
824,2022-12-15,44,45,3
825,2022-11-08,32,37,5
826,2020-08-24,32,16,5
827,2022-11-18,14,31,1
828,2020-09-08,17,29,5
829,2023-11-23,11,22,5
830,2024-11-08,3,12,1
831,2020-05-21,50,44,4
832,2023-08-10,1,34,5
833,2023-07-28,25,11,4
834,2020-07-07,47,30,1
835,2024-05-07,9,48,3
836,2024-09-20,13,25,3
837,2022-03-17,6,34,4
838,2024-11-20,50,22,4
839,2022-05-09,29,2,5
840,2023-08-26,1,40,4
841,2020-06-17,18,37,4
842,2021-04-13,47,42,3
843,2020-06-21,24,7,4
844,2021-11-22,40,36,2
845,2023-10-23,45,8,4
846,2022-03-02,2,33,3
847,2020-08-05,43,29,5
848,2022-08-29,50,24,3
849,2022-05-04,48,32,2
850,2021-10-19,28,40,3
851,2020-01-06,29,36,2
852,2022-02-09,28,22,2
853,2020-01-31,43,27,3
854,2024-05-02,39,15,1
855,2022-11-16,30,22,1
856,2022-11-26,31,19,5
857,2022-07-16,48,8,5
858,2022-07-29,47,19,4
859,2024-09-24,24,8,5
860,2021-10-23,15,32,2
861,2023-10-31,7,9,4
862,2022-05-28,12,3,5
863,2024-06-28,48,43,3
864,2021-08-27,21,14,2
865,2021-04-13,31,43,2
866,2022-09-30,22,1,1
867,2024-11-23,28,20,5
868,2022-07-29,20,31,1
869,2022-11-24,6,8,2
870,2020-08-07,28,14,1
871,2024-01-20,6,22,4
872,2021-11-20,7,31,4
873,2021-02-25,25,43,5
874,2022-06-08,29,4,1
875,2020-12-11,26,48,5
876,2024-12-04,12,40,2
877,2024-01-15,20,31,1
878,2020-10-31,35,32,2
879,2021-05-12,14,10,2
880,2020-08-06,4,13,3
881,2021-05-29,13,38,5
882,2020-08-12,26,47,2
883,2020-06-09,5,11,4
884,2022-11-30,10,48,4
885,2023-04-05,28,50,5
886,2023-04-08,26,8,1
887,2023-10-15,39,18,3
888,2021-10-24,28,14,4
889,2024-10-15,32,6,1
890,2022-04-25,34,46,2
891,2021-09-15,40,12,4
892,2024-08-15,45,49,1
893,2024-05-16,12,1,5
894,2023-09-30,38,3,3
895,2021-04-17,41,6,2
896,2020-10-18,43,50,1
897,2022-03-26,6,34,5
898,2024-09-16,17,22,2
899,2021-11-10,43,40,1
900,2022-02-22,29,14,5
901,2020-08-29,18,22,1
902,2023-07-06,44,43,1
903,2023-08-29,48,26,1
904,2021-01-26,20,1,2
905,2022-06-24,18,11,4
906,2021-11-10,1,18,1
907,2023-06-25,7,18,4
908,2024-11-18,30,25,3
909,2021-02-28,30,31,2
910,2024-04-10,15,4,4
911,2023-11-06,35,40,5
912,2021-06-01,11,33,1
913,2024-09-08,49,16,3
914,2023-11-20,32,14,2
915,2022-04-03,4,1,5
916,2020-08-15,5,11,1
917,2021-05-24,49,50,1
918,2020-02-18,34,48,1
919,2020-01-10,14,46,1
920,2023-09-03,27,50,1
921,2022-11-08,40,1,3
922,2020-10-25,2,26,2
923,2024-08-17,18,8,4
924,2020-10-20,48,28,4
925,2024-10-29,1,36,5
926,2024-03-29,39,25,2
927,2020-07-15,9,16,3
928,2023-11-28,5,45,5
929,2023-11-28,3,5,4
930,2021-04-03,46,41,2
931,2021-05-02,7,11,3
932,2020-02-17,4,18,1
933,2024-06-14,28,2,4
