350,1426,333,26
351,4160,733,2
352,8854,113,87
353,2056,665,14
354,17554,276,11
355,3385,995,8
356,7175,625,82
357,15118,57,75
358,16890,561,43
359,13953,316,34
360,6148,533,50
361,13901,125,15
362,17575,665,63
363,7344,115,88
364,9528,105,15
365,16235,388,55
366,1189,579,54
367,14032,998,34
368,2641,34,9
369,16172,197,33
370,16339,782,22
371,9551,965,45
372,8221,260,70
373,18115,935,42
374,5894,650,43
375,10072,745,72
376,8255,434,82
377,14762,551,41
378,8193,59,36
379,12262,369,26
380,9854,688,11
381,8233,931,9
382,11193,553,9
383,13783,29,2
384,18917,926,68
385,7754,39,71
386,3822,151,41
387,4209,429,22
388,4567,972,88
389,14140,380,86
390,3248,906,23
391,10389,712,53
392,1343,496,77
393,495,224,66
394,17598,785,15
395,2335,135,42
396,592,873,36
397,4095,654,11
398,10658,908,37
399,11998,539,39
400,7853,858,80
401,1053,439,78
402,11840,691,8
403,15846,478,7
404,19636,52,33
405,2148,409,55
406,6453,732,43
407,7038,575,72
408,11602,437,65
409,7762,110,55
410,7678,146,66
411,17353,33,72
412,4081,400,12
413,7747,279,76
414,18188,327,7
415,3691,42,52
416,4240,217,64
417,17868,386,50
418,12332,999,83
419,6988,629,72
420,5051,25,24
421,15746,345,55
422,506,511,19
423,13368,802,79
424,13627,843,43
425,607,397,38
426,8133,552,59
427,8355,480,41
428,4325,373,79
429,2605,381,84
430,14679,996,49
431,13375,689,53
432,14484,443,30
433,5337,266,1
434,8193,276,52
435,16761,514,31
436,6117,470,88
437,10588,965,26
438,10758,423,37
439,15256,755,52
440,6920,933,42
441,3177,26,74
442,15202,99,11
443,8642,398,66
444,8376,944,55
445,19072,49,31
446,18869,531,1
447,17361,585,76
448,12695,396,59
449,3879,590,15
450,15517,240,86
451,17618,614,81
452,18723,911,80
453,3332,983,61
454,12223,102,81
455,735,475,3
456,10603,954,56
457,10758,749,13
458,5138,904,71
459,9688,461,26
460,17466,840,18
461,19742,217,79
462,19535,597,76
463,7622,805,30
464,16352,470,47
465,19984,244,29
466,3336,128,87
467,15064,342,80
468,2884,351,56
469,11873,5,79
470,2774,742,47
471,6899,648,12
472,17716,23,74
473,10614,941,59
474,2337,770,61
475,8727,450,64
476,10679,383,38
477,1599,365,71
478,16465,803,17
479,12760,636,3
480,10238,256,38
481,6963,458,63
482,3459,437,79
483,3454,584,44
484,1243,735,77
485,9979,754,84
486,9213,622,12
487,9827,113,35
488,5970,166,24
489,18273,105,21
490,16201,988,51
491,19249,657,17
492,7965,836,47
493,12563,195,33
494,15930,474,44
495,15656,646,47
496,11593,349,24
497,10033,583,71
498,4445,108,24
499,13368,54,19
500,776,893,26
501,10325,860,13
502,14722,996,90
503,9855,145,66
504,15781,255,72
505,19094,543,23
506,3662,326,40
507,20000,603,12
508,2500,868,53
509,5261,491,46
510,7769,967,89
511,4301,372,76
512,11751,615,71
513,2999,959,64
514,10341,548,71
515,15091,950,54
516,11355,669,45
517,16867,340,49
518,6779,565,58
519,6734,54,73
520,2027,693,47
521,7551,970,87
522,9575,422,47
523,3761,182,63
524,2495,823,47
525,3899,214,51
526,7853,367,11
527,19378,713,20
528,4671,689,71
529,3220,773,26
530,11607,970,86
531,10256,41,48
532,528,835,75
533,11409,230,72
534,2240,721,28
535,15945,913,74
536,16791,896,52
537,15115,101,60
538,6461,307,47
539,15255,216,70
540,52,348,35
541,10785,898,87
542,4917,484,72
543,2113,580,57
544,16149,744,30
545,11673,479,2
546,3715,237,81
547,4662,599,75
548,2073,84,86
549,11618,668,5
550,11783,380,61
551,16185,247,82
552,2904,767,4
553,8977,743,18
554,6493,446,81
555,19427,418,88
556,13245,583,6
557,18573,873,3
558,1938,769,59
559,1581,902,27
560,18424,520,29
561,19762,973,51
562,112,795,63
563,13315,729,18
564,96,553,80
565,10029,123,88
566,17190,572,64
567,6644,412,62
568,16451,638,74
569,17857,550,21
570,19273,574,86
571,12457,117,36
572,16753,192,36
573,6499,308,14
574,6564,44,54
575,10301,558,59
576,2151,622,2
577,4215,154,39
578,1576,334,16
579,15784,498,35
580,6675,217,57
581,14563,819,51
582,13571,335,82
583,18691,882,4
584,12445,767,67
585,17177,564,21
586,11670,876,16
587,7112,80,70
588,8080,966,9
589,4515,629,55
590,9964,251,63
591,16528,524,84
592,2254,395,44
593,8111,530,12
594,15065,616,58
595,13203,991,3
596,10739,340,30
597,7394,639,71
598,305,558,67
599,15074,320,62
600,8019,993,63
601,12012,938,67
602,18309,993,32
603,1773,261,74
604,3143,334,21
605,19395,668,1
606,7514,14,50
607,9247,485,21
608,543,928,12
609,11932,469,64
610,18968,337,21
611,12930,124,75
612,10641,201,35
613,6639,278,14
614,16587,884,35
615,12865,986,67
616,944,481,79
617,16942,204,87
618,4009,256,45
619,4430,456,14
620,16145,700,80
621,8154,573,35
622,19789,386,58
623,14182,106,89
624,14956,425,77
625,4256,610,76
626,15660,707,61
627,14213,796,81
628,18010,6,27
629,16149,288,59
630,2502,425,25
631,11646,652,73
632,14579,441,23
633,15282,992,29
634,16827,136,56
635,6526,895,14
636,5289,854,32
637,442,920,3
638,653,220,34
639,908,874,64
640,825,879,5
641,12379,327,6
642,3701,879,64
643,11793,982,84
644,13470,356,7
645,14603,1000,81
646,15256,591,90
647,2965,13,33
648,12176,898,17
649,8965,605,51
650,2174,996,77
651,11572,108,23
652,11726,560,63
653,8714,941,8
654,16909,116,24
655,17159,890,39
656,101,362,85
657,3016,56,37
658,6983,860,69
659,10958,940,33
660,8407,278,28
661,13294,980,18
662,2908,774,5
663,11397,416,59
664,5306,664,61
665,4235,886,89
666,18292,557,14
667,6671,514,14
668,4626,926,69
669,47,119,35
670,8275,220,15
671,10343,623,56
672,271,835,74
673,19100,1000,8
674,1969,506,29
675,3977,58,13
676,8579,701,48
677,14196,458,86
678,9039,534,30
679,6463,950,70
680,2783,844,71
681,1200,294,5
682,19024,85,77
683,8943,652,83
684,13419,821,27
685,2167,461,25
686,1853,73,9
687,9513,235,37
688,1851,534,85
689,10766,445,64
690,12438,99,26
691,5904,461,67
692,11270,462,35
693,4227,624,71
694,16,454,71
695,8922,403,22
696,1050,768,25
697,4057,574,22
698,12424,448,45
699,1974,386,84
700,13753,196,72
701,1279,930,89
702,5371,808,37
703,11031,679,45
704,3011,204,57
705,1842,66,74
706,1232,244,80
707,14218,982,56
708,13965,73,87
709,16432,803,56
710,10536,718,29
711,15419,291,69
712,15846,125,1
713,17258,571,35
714,18010,195,1
715,7672,362,71
716,15746,988,60
717,10081,369,57
718,17510,376,11
719,10223,920,9
720,15797,449,62
721,14583,310,46
722,14849,120,23
723,16198,912,21
724,11564,206,48
725,8903,550,84
726,9977,163,25
727,10137,684,10
728,14505,937,9
729,6960,93,65
730,17239,870,66
731,10619,899,57
732,253,559,81
733,12087,210,63
734,10926,771,12
735,6694,309,49
736,5787,108,1
737,9020,864,90
738,15303,14,7
739,17491,607,29
740,14158,520,59
741,11596,111,24
742,16843,608,7
743,1249,665,37
744,11064,463,86
745,6674,549,80
746,5672,240,32
747,10373,846,1
748,16238,799,49
749,16543,927,27
750,6192,171,75
751,2332,742,47
752,19472,267,81
753,813,596,5
754,12538,791,71
755,9194,547,86
756,14664,529,55
757,1244,782,54
758,16640,354,44
759,7525,525,86
760,4236,426,28
761,8589,419,41
762,14419,568,71
763,14672,696,54
764,238,643,88
765,10556,540,50
766,6879,425,64
767,18422,970,14
768,3868,119,50
769,17242,589,44
770,6696,435,66
771,15726,121,71
772,13087,485,19
773,17550,277,86
774,6214,961,78
775,327,732,73
776,6517,294,38
777,16910,640,90
778,8577,474,89
779,17326,309,31
780,8815,499,85
781,1855,954,45
782,6034,572,38
783,12264,147,64
784,647,461,25
785,10669,227,76
786,1768,355,3
787,16530,263,40
788,4331,61,73
789,14998,669,89
790,870,864,57
791,14499,932,55
792,2757,927,2
793,19714,96,89
794,643,83,84
795,19173,984,81
796,3101,333,43
797,11584,111,8
798,13137,983,82
799,542,201,62
800,10541,518,56
801,4796,356,1
802,3452,288,16
803,9917,754,88
804,3972,275,52
805,18910,480,49
806,18853,739,60
807,13551,502,22
808,18714,173,42
809,9021,433,51
810,19812,525,47
811,13852,471,88
812,19961,94,84
813,3029,682,84
814,7606,420,7
815,16665,699,21
816,13217,900,64
817,2102,350,86
818,1224,781,90
819,7865,257,77
820,4175,403,72
821,763,61,75
822,15804,248,57
823,5096,676,58
824,15527,330,13
825,5333,674,89
826,3384,47,80
827,14216,441,35
828,2745,141,28
829,1455,174,48
830,14137,859,70
831,12883,586,55
832,4009,755,48
833,17839,333,15
834,9704,860,60
835,12918,79,65
836,16670,662,25
837,2843,243,8
838,977,421,13
839,7979,85,2
840,1483,928,52
841,771,276,35
842,13721,546,50
843,11923,620,3
844,10596,85,62
845,195,922,23
846,15209,831,56
847,1609,502,70
848,87,358,43
849,8221,136,14
850,756,857,38
851,14565,849,9
852,5530,578,4
853,10245,854,13
854,6064,913,17
855,14220,657,77
856,8648,395,88
857,19739,285,10
858,14091,683,33
859,1436,155,28
860,2859,42,10
861,13147,617,72
862,17923,795,89
863,7931,541,51
864,1556,866,30
865,2529,607,66
866,12144,958,73
867,7881,651,23
868,18667,702,77
869,15195,455,19
870,1994,51,24
871,16109,45,82
872,12556,724,84
873,15818,684,2
874,9127,207,1
875,6627,710,89
876,14867,470,11
877,1250,137,55
878,12826,635,39
879,6663,418,10
880,2087,952,26
881,10988,451,71
882,17764,294,80
883,12839,486,62
884,10666,484,65
885,4984,80,56
886,19271,212,89
887,6476,855,31
888,9494,684,32
889,1961,893,50
890,6465,102,55
891,19466,509,21
892,13572,4,2
893,2245,219,88
894,8736,963,87
895,2900,266,31
896,958,503,25
897,2056,447,49
898,13583,423,53
899,5674,429,45
900,1215,236,24
901,7568,399,53
902,15212,52,62
903,4702,885,10
904,15260,698,81
905,8453,635,18
906,5861,329,89
907,2330,283,52
908,227,468,57
909,12744,38,3
910,3741,851,88
911,7703,539,17
912,779,864,2
913,12491,863,39
914,13476,658,19
915,19352,92,25
916,13503,938,27
917,15914,98,75
918,14295,506,25
919,1549,472,80
920,11924,186,24
921,9482,888,52
922,17504,173,84
923,18927,938,1
924,9986,810,23
925,2048,406,56
926,12454,671,4
927,5659,439,65
928,2767,987,19
929,16108,108,58
930,11388,645,24
931,10002,386,55
932,13390,322,80
933,18843,417,62
934,12624,703,87
935,2797,375,23
936,18016,283,29
937,9510,230,10
938,10930,34,70
939,16759,208,54
940,5772,4,71
941,11772,301,29
942,7553,958,16
943,2668,274,8
944,9234,147,39
945,19991,684,14
946,13620,262,8
947,15243,108,42
948,6020,277,69
949,6699,70,4
950,4204,134,30
951,2356,226,13
952,11283,827,37
953,10775,581,21
954,11823,75,81
955,7355,358,23
956,8333,178,6
957,4734,906,17
958,10748,404,79
959,1633,288,58
960,17400,80,43
961,2715,44,58
962,7510,735,23
963,10781,261,23
964,19760,996,33
965,7489,765,1
966,18493,324,11
967,12646,246,63
968,18504,149,89
969,18529,658,85
970,2949,833,6
971,7961,590,73
972,16174,868,83
973,19349,299,30
974,13230,479,26
975,11726,337,90
976,9167,820,30
977,6908,982,55
978,16603,220,78
979,9640,854,23
980,12576,577,52
981,7747,783,63
982,15628,444,87
983,9471,660,76
984,14646,842,37
985,3033,260,48
986,5820,708,60
987,14306,741,10
988,18458,970,15
989,4106,889,5
990,13676,401,23
991,5137,581,81
992,15997,123,63
993,14658,98,39
994,19961,452,3
995,19308,842,89
996,15786,716,25
997,2114,667,6
998,19969,105,36
999,9947,678,45
1000,14750,665,46
1001,8972,553,68
1002,8539,991,3
1003,19345,105,15
1004,12826,772,29
1005,9943,235,2
1006,1604,762,13
1007,286,216,85
1008,19880,928,78
1009,19771,776,31
1010,12568,828,48
1011,3400,723,15
1012,3235,682,13
1013,10168,859,18
1014,19924,849,34
1015,2632,953,41
1016,3553,431,53
1017,3979,924,72
1018,866,425,8
1019,1042,328,15
1020,5301,468,62
1021,1413,679,45
1022,4561,401,25
1023,17888,542,10
1024,17211,26,48
1025,16762,290,14
1026,14110,801,49
1027,5707,388,31
1028,2362,319,1
1029,5680,245,1
1030,1277,455,46
1031,19518,200,53
1032,298,319,52
1033,1025,470,41
1034,1432,786,48
1035,19327,629,87
1036,7655,237,71
1037,15599,584,66
1038,3118,458,72
1039,11536,20,79
1040,7141,181,34
1041,7535,567,52
1042,12838,844,49
1043,1879,771,9
1044,16940,126,12
1045,17920,962,44
1046,10916,634,3
1047,9954,765,32
1048,1004,147,76
1049,14751,213,82
1050,17190,898,66
1051,18955,906,70
1052,19606,270,11
1053,4223,992,1
1054,10992,887,49
1055,2587,145,17
1056,17755,147,75
1057,9386,197,86
1058,2557,444,56
1059,17142,577,42
1060,8365,323,65
1061,3095,29,26
1062,12709,329,76
1063,1682,773,74
1064,15655,666,71
1065,404,257,79
1066,13256,746,75
1067,15924,2,72
1068,18438,723,73
1069,1645,912,68
1070,12009,256,5
1071,17692,243,37
1072,10516,302,57
1073,14298,275,39
1074,8256,586,5
1075,16514,658,47
1076,5675,902,22
1077,2268,608,36
1078,15354,62,75
1079,9353,918,66
1080,18845,323,33
1081,5174,566,15
1082,4491,183,89
1083,15977,449,76
1084,4055,660,67
1085,2378,149,27
1086,5398,310,8
1087,6670,901,80
1088,18749,770,61
1089,14985,353,10
1090,5661,518,65
1091,7174,551,85
1092,13449,52,76
1093,17182,93,23
1094,8583,586,69
1095,14662,210,11
1096,1572,815,6
1097,6380,976,90
1098,19464,180,5
1099,11595,725,15
1100,19732,340,89
1101,674,589,83
1102,3208,839,4
1103,10636,593,86
1104,18311,965,48
1105,11080,880,65
1106,3443,934,28
1107,9827,240,43
1108,16445,787,74
1109,12637,64,59
1110,2137,23,39
1111,13652,859,9
1112,19245,623,65
1113,8880,630,14
1114,15933,189,24
1115,6511,781,39
1116,14338,620,48
1117,2532,850,48
1118,6706,313,58
1119,14962,326,29
1120,10945,660,15
1121,10078,274,77
1122,7084,400,76
1123,4736,984,42
1124,3339,876,86
1125,15086,472,51
1126,3739,302,26
1127,1128,330,37
1128,869,671,71
1129,15841,942,29
1130,3627,327,81
1131,13643,788,77
1132,14275,891,4
1133,13946,853,36
1134,17553,677,48
1135,16188,831,27
1136,4845,910,18
1137,11188,783,23
1138,16441,133,54
1139,67,884,62
1140,275,117,39
1141,1025,219,60
1142,14199,73,18
1143,8841,529,13
1144,5607,586,84
1145,1307,365,89
1146,19007,567,26
1147,11359,455,17
1148,17022,918,15
1149,18993,747,39
1150,6169,953,40
1151,8474,709,25
1152,4654,470,9
1153,5012,183,13
1154,6239,928,54
1155,2927,149,36
1156,5180,339,17
1157,13,45,29
1158,5820,637,76
1159,9440,428,61
1160,96,311,2
1161,19142,279,89
1162,17766,863,9
1163,10130,393,6
1164,10546,839,55
1165,9547,539,24
1166,4824,110,38
1167,6254,368,15
1168,14659,874,54
1169,13835,359,16
1170,16166,515,90
1171,17483,478,2
1172,8481,777,2
1173,7330,407,81
1174,13259,900,1
1175,11192,53,33
1176,16338,917,40
1177,2613,523,43
1178,14511,889,58
1179,291,864,46
1180,999,290,20
1181,13589,761,89
1182,10574,172,5
1183,313,291,77
1184,7150,556,25
1185,5032,912,69
1186,5256,140,63
1187,14476,741,76
1188,5577,976,25
1189,3820,397,55
1190,18352,252,38
1191,1101,355,7
1192,7002,454,75
1193,13397,633,90
1194,9150,173,27
1195,18912,209,2
1196,16487,238,13
1197,3573,544,44
1198,3847,948,80
1199,10684,333,38
1200,15871,286,44
1201,15243,688,65
1202,7506,815,53
1203,12840,187,23
1204,3893,997,48
1205,16128,372,31
1206,9699,981,51
1207,9358,751,39
1208,18867,609,8
1209,14287,112,24
1210,7442,213,88
1211,2911,26,68
1212,5664,191,42
1213,6427,750,37
1214,11125,215,11
1215,2614,861,49
1216,11812,487,52
1217,15056,169,20
1218,12856,594,33
1219,1869,795,4
1220,8019,42,74
1221,983,169,5
1222,14806,849,85
1223,10495,687,68
1224,19955,870,32
1225,3664,388,86
1226,19897,468,78
1227,7239,523,18
1228,9683,79,78
1229,14174,248,1
1230,14087,610,37
1231,746,976,64
1232,11613,135,17
1233,3581,137,15
1234,16450,242,52
1235,9409,282,23
1236,19599,700,20
1237,671,842,57
1238,15562,66,4
1239,7979,68,62
1240,4184,43,13
1241,6582,534,68
1242,11999,791,36
1243,5892,155,36
1244,3438,521,89
1245,1055,832,51
1246,7598,304,20
1247,9401,309,32
1248,3774,260,88
1249,4479,450,20
1250,16658,951,31
1251,5951,150,87
1252,13895,850,87
1253,19058,199,89
1254,11079,731,82
1255,1734,827,83
1256,9286,677,36
1257,11928,369,18
1258,8578,767,22
1259,8615,23,12
1260,5534,217,74
1261,18522,11,75
1262,16523,993,28
1263,19898,856,21
1264,15406,80,28
1265,17449,833,41
1266,4368,693,90
1267,4952,397,43
1268,12483,881,6
1269,19812,340,48
1270,4195,454,12
1271,15380,914,84
1272,15426,263,5
1273,3795,320,50
1274,14520,799,25
1275,17822,271,2
1276,12863,965,37
1277,6745,913,8
1278,8731,299,46
1279,5458,26,77
1280,19487,159,26
1281,5448,53,26
1282,12625,469,9
1283,14817,582,15
1284,1827,230,47
1285,3064,600,53
1286,8323,589,50
1287,11890,592,55
1288,15673,886,46
1289,9124,424,70
1290,6975,605,17
1291,5009,259,19
1292,9807,348,56
1293,12002,770,22
1294,10371,364,39
1295,8566,959,11
1296,5518,469,84
1297,10356,207,21
1298,19596,832,1
1299,13296,486,10
1300,1772,667,90
1301,11556,697,25
1302,1924,722,51
1303,11405,314,26
1304,11289,83,40
1305,4901,472,36
1306,13646,517,81
1307,9815,698,81
1308,9454,932,44
1309,19179,230,65
1310,1499,319,42
1311,18412,565,82
1312,13126,988,23
1313,7504,250,83
1314,8969,224,52
1315,13978,469,67
1316,13610,782,85
1317,18744,439,83
1318,6206,197,44
1319,8438,545,63
1320,17469,504,80
1321,11899,155,2
1322,18557,890,41
1323,10317,924,17
1324,7749,785,71
1325,19536,622,82
1326,4561,738,22
1327,11669,88,46
1328,18101,197,61
1329,7025,500,3
1330,17809,713,31
1331,9162,346,63
1332,11889,301,22
1333,18034,494,2
1334,4899,10,52
1335,12505,188,64
1336,19030,367,13
1337,19190,506,79
1338,17476,117,28
1339,4878,904,74
1340,8121,694,46
1341,2001,293,87
1342,534,92,46
1343,1260,906,26
1344,11669,861,59
1345,2369,244,75
1346,14909,988,36
1347,4028,299,47
1348,14282,31,76
1349,13812,676,46
1350,14153,515,33
1351,2470,705,31
1352,6490,753,38
1353,14339,559,54
1354,14149,61,41
1355,12446,25,35
1356,328,305,2
1357,12438,194,18
1358,18884,31,66
1359,2649,200,63
1360,751,593,40
1361,15462,36,76
1362,126,416,53
1363,11297,372,82
1364,2898,98,78
1365,10527,560,12
1366,9373,211,7
1367,11551,282,79
1368,17423,583,87
1369,4511,639,16
1370,9520,539,16
1371,944,996,37
1372,4363,216,19
1373,5329,492,20
1374,8652,712,21
1375,17514,853,68
1376,19468,683,13
1377,19857,577,77
1378,3693,250,25
1379,15287,862,55
1380,10896,158,7
1381,19011,342,77
1382,12606,675,75
1383,16078,27,51
1384,10494,169,34
1385,7968,711,84
1386,13191,475,62
1387,8554,926,30
1388,18020,832,34
1389,2667,177,56
1390,17599,422,10
1391,11058,31,69
1392,17474,72,83
1393,11484,568,40
1394,3620,415,52
1395,12649,670,19
1396,14560,865,32
1397,825,578,29
1398,9616,677,59
1399,1367,904,64
1400,5125,980,21
1401,9843,750,20
1402,13343,233,36
1403,17250,296,11
1404,17001,769,89
1405,9169,436,35
1406,12167,441,28
1407,9178,369,33
1408,15702,660,53
1409,9592,2,37
1410,1556,1000,68
1411,3136,958,5
1412,1755,648,2
1413,12356,129,71
1414,9635,156,82
1415,19528,644,70
1416,5374,735,62
1417,9944,827,8
1418,12249,464,13
1419,13216,254,15
1420,10067,571,46
1421,4811,933,65
1422,9945,121,41
1423,12289,689,73
1424,13477,836,74
1425,229,828,29
1426,4064,727,77
1427,14108,596,11
1428,3346,922,81
1429,4499,705,20
1430,17367,122,54
1431,13692,346,57
1432,4370,935,41
1433,12741,569,49
1434,3935,45,49
1435,1030,587,89
1436,7660,212,63
1437,8546,936,61
1438,16985,549,86
1439,137,440,72
1440,14173,550,51
1441,2377,181,45
1442,12136,765,21
1443,16878,956,4
1444,7631,521,18
1445,17819,851,80
1446,7050,510,38
1447,4081,363,26
1448,2118,845,87
1449,5203,294,87
1450,8545,148,8
1451,4073,81,14
1452,17981,711,4
1453,7162,399,36
1454,17782,571,33
1455,2610,890,32
1456,8837,3,38
1457,18918,968,69
1458,13851,774,81
1459,17141,395,23
1460,17140,404,20
1461,12206,825,39
1462,4070,201,67
1463,1975,994,50
1464,19915,883,90
1465,19004,138,11
1466,19564,25,90
1467,12096,386,43
1468,19312,836,55
1469,5959,379,71
1470,1310,890,57
1471,12813,342,8
1472,15142,847,33
1473,11133,973,47
1474,17471,322,36
1475,5154,623,22
1476,18233,78,38
1477,16696,451,78
1478,2117,274,40
1479,19241,513,44
1480,3237,84,59
1481,1970,595,78
1482,14358,831,89
1483,19771,891,24
1484,3475,699,57
1485,2813,97,32
1486,4345,418,45
1487,3962,98,8
1488,15931,734,68
1489,12317,203,28
1490,2283,424,20
1491,5115,636,63
1492,18998,497,3
1493,12498,677,31
1494,14241,628,54
1495,7496,85,18
1496,13694,935,81
1497,16669,235,6
1498,16308,875,8
1499,5738,794,88
1500,12190,943,14
1501,5372,432,34
1502,18330,473,3
1503,2991,652,18
1504,16738,43,83
1505,15108,479,20
1506,9326,655,69
1507,7076,220,9
